sector,rank,rank_change,profit margin,num. of employees,ceo_founder,ceo_woman,age,BS,MBA
Materials,812,0,0.08469419869217051,14000,0,0,57.0,0,0
Financials,813,0,0.5341084726710692,5900,0,0,32.0,0,0
Financials,814,0,0.09541542244862113,2400,0,0,57.0,0,0
Industrials,815,0,0.11421444631815628,10500,0,0,57.0,0,0
Industrials,816,0,0.09392245773137896,14100,0,0,57.0,0,0
Financials,817,0,0.10759493670886076,488,0,0,33.0,0,0
Transportation,818,0,0.05013387824126268,5550,0,0,57.0,0,0
Transportation,819,0,0.07909045971329709,7437,0,0,57.0,0,0
Financials,820,0,0.2370791676970361,8560,0,0,63.0,0,0
Energy,821,0,-0.6069811854576319,655,0,0,57.0,0,0
Wholesalers,822,0,0.029113475177304962,2609,0,0,57.0,0,0
Financials,823,0,0.06170553676339684,3983,0,0,57.0,0,0
Industrials,824,0,0.05705128205128205,11000,0,0,84.0,0,0
Energy,825,0,-0.012042165445774524,8502,0,0,57.0,0,0
Financials,826,0,0.08062479708524224,1278,0,0,57.0,0,0
Materials,827,0,0.05558366461872064,9862,0,0,57.0,0,0
Aerospace & Defense,828,0,-0.018018018018018018,20000,0,0,51.0,1,0
"Hotels, Restaurants & Leisure",829,0,0.06331180610986141,35554,1,0,57.0,0,0
Motor Vehicles & Parts,830,0,0.035021434280316795,8720,0,0,53.0,0,0
Business Services,831,0,0.12606814297661903,7700,0,0,79.0,0,0
Technology,832,0,-0.11134606970978561,5249,1,0,57.0,0,0
Transportation,833,0,-0.10700204439252338,3587,0,0,38.0,0,0
Household Products,834,0,0.01872069167643611,7500,0,0,36.0,0,0
Energy,835,0,0.374207265662231,1884,0,0,69.0,0,0
"Food, Beverages & Tobacco",836,0,-0.06762340441230724,5441,0,0,57.0,0,0
Media,837,0,0.10607293438863821,4500,0,0,57.0,1,1
Financials,838,0,0.3592610417977861,2700,0,0,57.0,0,0
Motor Vehicles & Parts,839,0,0.22386953298739806,3700,0,0,57.0,0,0
Financials,840,0,-0.38994646044021414,400,1,0,57.0,1,0
Technology,841,0,0.015357156137284793,25700,0,0,57.0,0,0
Business Services,842,0,-0.1353677621283255,5900,0,0,57.0,0,1
Retailing,843,0,0.035846308950375265,15800,0,0,57.0,0,0
Retailing,844,0,0.06498370725495337,14500,0,0,78.0,0,0
Media,845,0,0.12509368910208365,4894,0,0,63.0,1,1
Technology,846,0,0.061424877262676605,22400,0,0,57.0,1,0
Business Services,847,0,0.130605022401265,8000,0,0,57.0,0,0
Health Care,848,0,0.17588754051405742,12000,0,0,57.0,0,0
Business Services,849,0,0.33792660827544546,8700,0,0,57.0,0,0
Retailing,850,0,0.08325149202991615,4750,0,0,57.0,1,0
Energy,851,0,0.14380296610169493,829,0,1,57.0,0,0
Wholesalers,852,0,-0.006711409395973153,2189,0,0,22.0,0,0
Energy,853,0,-0.010630220197418374,1250,0,0,42.0,0,0
Engineering & Construction,854,0,0.07278686025684997,10400,0,0,57.0,0,0
Health Care,855,0,0.09613917289790937,17100,0,0,57.0,0,0
Engineering & Construction,856,0,0.04370435514090161,12000,0,0,57.0,0,0
Business Services,857,0,0.17256722028307314,9180,0,0,57.0,0,0
Health Care,858,0,0.155221361160132,7240,0,0,41.0,0,0
Health Care,859,0,0.17781459505278568,14400,0,0,57.0,0,0
Energy,860,0,0.06539351851851852,1108,0,0,57.0,0,0
Financials,861,0,0.21786045792079206,3387,0,0,57.0,0,0
Financials,862,0,0.0624031007751938,1643,0,0,57.0,0,0
Telecommunications,863,0,0.05818463925523662,3781,1,0,99.0,0,0
Household Products,864,0,0.06251947647242131,8000,0,1,57.0,0,0
Food & Drug Stores,865,0,0.006016565088295046,765,0,0,57.0,1,0
Retailing,866,0,-0.031022400692886108,9400,0,1,57.0,0,0
Engineering & Construction,867,0,0.04456011672384558,1460,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",868,0,0.03203860454078,15500,0,0,57.0,0,0
Health Care,869,0,0.054567116759332804,12300,0,0,57.0,0,0
Industrials,870,0,0.019580419580419582,7300,0,0,57.0,1,0
Engineering & Construction,871,0,0.051033875934887805,1401,0,0,57.0,1,0
Financials,872,0,0.15019430311285606,823,0,0,57.0,0,0
Industrials,873,0,0.17056842780405676,7439,0,0,57.0,0,0
Industrials,874,0,-0.15129625170559433,7000,0,0,57.0,0,0
Industrials,875,0,0.12363344051446946,9100,0,1,63.0,0,0
"Hotels, Restaurants & Leisure",876,0,0.051274821766625046,46250,0,0,57.0,0,0
Energy,877,0,0.038697194453402126,2177,0,0,57.0,0,0
Business Services,878,0,0.06723435166875176,22000,1,0,70.0,0,0
Energy,879,0,-0.17229934836281216,5800,0,0,57.0,0,0
Transportation,880,0,0.06774363761821652,12736,0,0,57.0,0,0
Industrials,881,0,0.06488845385211468,6600,0,0,57.0,0,0
Materials,882,0,0.03927986906710311,3700,0,0,57.0,1,0
Industrials,883,0,0.04155352587838394,4964,0,0,57.0,0,0
Household Products,884,0,0.0717236820360271,24900,0,0,57.0,0,0
Household Products,885,0,-0.06517606215903454,7100,0,1,77.0,0,0
Technology,886,0,0.35670137304517363,2300,0,1,59.0,0,0
Health Care,887,0,0.17769745315551122,9200,0,0,57.0,0,0
Health Care,888,0,0.1839787269403357,14530,0,0,64.0,0,0
Technology,889,0,0.2460732984293194,7467,0,0,57.0,0,0
Financials,890,0,0.23428215250363596,5389,0,0,57.0,0,0
Business Services,891,0,0.018464609498461283,21978,0,0,57.0,0,0
Motor Vehicles & Parts,892,0,-0.005117111120356118,8040,0,0,54.0,0,0
Financials,893,0,0.16658306161692168,10083,0,0,57.0,0,0
Chemicals,894,0,0.08702928870292886,7900,0,0,57.0,0,0
Financials,895,0,0.06210737917748555,772,0,0,69.0,0,0
Household Products,896,0,0.038942509441879984,5550,0,0,57.0,0,0
Materials,897,0,0.07016217124611378,5100,0,0,57.0,0,0
Financials,898,0,0.2429831932773109,1900,0,0,57.0,0,0
Industrials,899,0,0.1018440552374537,10395,0,0,29.0,1,0
Motor Vehicles & Parts,900,0,0.061775247733502,10500,0,0,57.0,0,0
Business Services,901,0,0.026637960148598445,6200,0,0,57.0,0,0
Energy,902,0,-0.05272958104104951,987,0,0,57.0,0,0
Technology,903,0,-0.14273602102674976,5800,0,0,57.0,0,0
Wholesalers,904,0,0.03295864262990456,4416,0,0,68.0,0,0
Aerospace & Defense,905,0,0.1301523963153203,6977,0,0,57.0,0,0
Business Services,906,0,0.09210694096144854,5567,0,0,57.0,0,0
Retailing,907,0,-0.22671151226158037,14350,0,0,57.0,0,0
Financials,908,0,-0.02888271736808374,1109,0,0,55.0,0,0
Materials,909,0,0.03833811133455992,7500,0,0,40.0,0,0
Technology,910,0,0.4233189230835081,8078,0,0,61.0,1,1
Technology,911,0,0.053152728363839,9000,0,0,60.0,0,0
Financials,912,0,0.33812268777424076,3122,0,0,57.0,0,0
Motor Vehicles & Parts,913,0,0.03863567763356474,6900,0,0,57.0,0,0
Financials,914,0,0.11217132248175814,600,0,0,60.0,0,0
Technology,915,0,0.3575595212375232,7131,0,0,57.0,0,0
Financials,916,0,0.22506703572355333,6305,0,0,61.0,1,0
Technology,917,0,0.76078210840507,8120,0,0,57.0,0,0
Health Care,918,0,-0.03285145429362881,5492,0,0,57.0,0,0
Materials,919,0,-0.0021645021645021645,4800,0,0,77.0,0,0
Media,920,0,0.12446183953033267,6883,0,0,57.0,0,0
Technology,921,0,0.2037037037037037,5400,0,0,57.0,0,0
Energy,922,0,0.1019002789400279,3700,0,0,38.0,1,0
Technology,923,0,0.11382858139332112,36739,1,0,57.0,0,0
Energy,924,0,0.11169284467713787,590,0,0,57.0,0,0
Energy,925,0,-0.13809211962453613,4360,0,0,57.0,0,0
Health Care,926,0,0.04834616730836542,24500,0,0,57.0,0,0
Financials,927,0,0.1935129915730337,4994,0,0,33.0,0,0
Apparel,928,0,0.05651581123279237,4000,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",929,0,0.13259376650818805,23000,0,0,57.0,0,0
Technology,930,0,0.010317005423041313,10600,0,0,57.0,0,0
Household Products,931,0,0.04917886866349192,8450,0,0,57.0,0,0
Technology,932,0,0.19073314306100606,5325,0,0,57.0,0,0
Financials,933,0,0.007010180389355242,4000,0,0,57.0,0,0
Energy,934,0,0.19430005377307763,2425,0,0,57.0,0,0
"Food, Beverages & Tobacco",935,0,0.046740301724137935,28000,0,0,57.0,1,0
Financials,936,0,0.22494722184790908,5107,0,0,57.0,0,0
Technology,937,0,0.05124628813101773,8900,0,0,47.0,0,0
Materials,938,0,0.026596462805454302,6000,1,1,70.0,1,0
Health Care,939,0,0.05130282165519104,3236,0,1,57.0,0,0
Technology,940,0,-0.01009509216278336,6345,0,0,62.0,0,0
Financials,941,0,0.0528830981470628,5600,0,0,57.0,1,0
Apparel,942,0,-0.02362808314920864,10200,0,0,57.0,0,0
Motor Vehicles & Parts,943,0,0.038324219279613145,12200,0,0,51.0,0,0
Materials,944,0,0.0168831756665007,7300,0,0,62.0,0,1
Technology,945,0,0.018319503015462747,5871,0,0,57.0,0,0
Industrials,946,0,0.11432200698634486,5551,0,0,57.0,0,0
Transportation,947,0,0.037538014615768694,1988,0,0,57.0,0,0
Retailing,948,0,0.02794592872422739,13850,0,1,57.0,0,0
Industrials,949,0,0.15363230334518277,7579,0,0,57.0,0,0
Chemicals,950,0,0.11610281696571245,2118,0,0,67.0,0,0
Transportation,951,0,0.006773455377574371,2539,0,0,57.0,0,0
Industrials,952,0,0.015768664950349395,6700,0,0,60.0,0,0
Health Care,953,0,0.20701315545673518,1456,0,0,57.0,0,0
Technology,954,0,0.15142380113162046,7082,1,0,57.0,0,0
Wholesalers,955,0,0.018658621489904853,3500,0,0,57.0,0,0
Aerospace & Defense,956,0,0.003492270441422984,5650,0,0,57.0,0,0
Apparel,957,0,-0.12741672490100164,3250,0,0,57.0,1,0
Household Products,958,0,-0.17384399813171414,6000,0,0,64.0,0,0
Financials,959,0,0.10756617474818458,2638,0,0,86.0,1,0
Materials,960,0,0.026397224306076515,3363,0,1,57.0,0,0
Energy,961,0,0.10080075365049458,2949,0,1,57.0,0,0
Media,962,0,0.08435438265786993,7465,0,0,57.0,1,0
Financials,963,0,0.02647086778823306,5200,0,0,59.0,0,0
Technology,964,0,-0.02997664776247438,2300,0,0,63.0,1,0
Engineering & Construction,965,0,-0.03807835999616821,1205,0,0,57.0,1,0
Health Care,966,0,0.04600519180847996,22785,1,0,34.0,0,0
Business Services,967,0,0.061627347135291284,12000,0,0,57.0,0,0
Technology,968,0,0.09514619318730097,7230,0,0,57.0,0,0
Energy,969,0,-0.06188154655596853,609,0,0,55.0,0,0
Energy,970,0,0.008738051559331854,548,0,0,61.0,0,0
Engineering & Construction,971,0,0.01820200849748938,7100,0,0,57.0,1,0
Technology,972,0,-0.03268384663733501,5600,1,0,57.0,0,0
Food & Drug Stores,973,0,-0.016971279373368148,8400,0,0,57.0,0,0
Energy,974,0,0.3296229976286115,547,0,0,57.0,0,0
Business Services,975,0,0.0874878758486906,33800,0,0,41.0,0,0
Household Products,976,0,-0.31498664075783334,5200,0,0,57.0,0,1
Aerospace & Defense,977,0,0.15951546993578516,5900,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",978,0,0.07647345348270823,14200,0,0,57.0,0,0
Financials,979,0,0.1439497272018706,7732,0,0,57.0,0,1
Financials,980,0,0.17851400730816078,2502,0,0,57.0,0,0
Energy,981,0,0.07942308629342688,1579,0,0,57.0,0,0
Energy,982,0,-0.17010888140227529,9100,0,0,57.0,0,0
Retailing,983,0,0.07362503055487656,6336,0,0,39.0,0,0
Retailing,984,0,0.28976493633692463,7327,0,0,50.0,0,0
Retailing,985,0,-0.006280975514009519,10944,0,1,57.0,0,0
Retailing,986,0,-0.01199252924407746,12400,0,0,57.0,0,0
Aerospace & Defense,987,0,0.05361534677816036,5800,0,0,57.0,1,0
Financials,988,0,0.1465891167192429,1900,0,0,59.0,0,1
Apparel,989,0,0.13081568006335378,3500,0,0,22.0,0,0
Retailing,990,0,-0.08141838351822504,9160,0,0,57.0,0,0
Engineering & Construction,991,0,-0.02087361792850414,1868,0,0,57.0,0,0
Business Services,992,0,0.2910902870742228,117,0,0,57.0,0,0
Business Services,993,0,0.10086827090052097,14952,0,0,76.0,0,0
Financials,994,0,0.07296733842946491,1475,0,0,57.0,0,0
Media,995,0,-0.09951710061233633,6352,0,0,30.0,0,0
Financials,996,0,0.13652217239661185,9100,0,0,57.0,0,0
Business Services,997,0,0.023761880940470236,5100,0,0,57.0,0,0
Financials,998,0,0.02277961349754681,204,0,0,78.0,0,0
Industrials,999,0,-0.047638130541501775,5000,0,0,57.0,0,0
Energy,1000,0,0.019595035924232528,2571,1,0,57.0,0,0
